customer_id,join_date,region,segment,age,annual_spend,support_tickets,nps_score,products_owned,last_login_days
457,2022-07-06,West,Enterprise,59,59116.71,6,4,5,163
458,2022-03-27,West,Government,47,23504.51,17,4,5,135
459,2023-03-05,East,Startup,60,10631.0,3,4,3,77
460,2023-02-12,West,Startup,34,6134.22,18,8,3,58
461,2022-09-11,Central,Government,60,44338.61,1,2,1,42
462,2022-12-14,West,SMB,64,19586.97,14,7,5,156
463,2023-03-31,North,Startup,52,9760.92,18,9,5,102
464,2023-10-11,South,SMB,54,17326.29,8,1,3,95
465,2023-01-03,North,SMB,41,25661.23,8,1,2,102
466,2022-05-11,Central,Startup,45,7510.47,8,8,5,33
467,2023-06-29,Central,Government,25,45253.74,12,9,5,136
468,2022-05-08,South,Enterprise,31,72824.93,10,9,5,86
469,2022-08-13,South,SMB,63,15657.31,17,7,3,5
470,2023-09-07,East,SMB,45,25189.49,6,1,5,2
471,2022-02-20,North,Enterprise,40,71433.59,3,1,4,70
472,2022-04-23,South,Government,28,21380.17,19,2,1,58
473,2022-03-17,South,Enterprise,53,70059.83,4,10,5,176
474,2022-11-07,East,Government,41,37051.73,5,3,4,159
475,2023-02-01,East,Enterprise,56,53140.47,17,7,2,162
476,2022-03-31,Central,Government,39,31722.64,11,6,3,121
477,2022-01-13,West,Enterprise,65,59653.9,1,6,3,2
478,2023-03-29,North,SMB,62,25599.38,19,10,4,146
479,2022-01-09,North,Enterprise,56,72718.21,4,2,3,129
480,2023-06-11,West,SMB,30,13969.49,1,4,2,28
481,2023-01-15,South,SMB,48,12046.97,10,4,2,38
482,2022-02-05,Central,Enterprise,36,70972.41,9,10,5,62
483,2023-09-01,North,Enterprise,25,74262.75,3,2,2,132
484,2022-10-03,North,Enterprise,56,38416.99,7,5,3,101
485,2023-05-26,West,Startup,35,12138.29,17,10,1,137
486,2022-06-10,West,Enterprise,45,45780.1,7,9,2,150
487,2022-03-23,Central,Government,63,59519.48,17,1,3,148
488,2022-03-14,Central,Enterprise,55,89667.11,0,1,1,96
489,2023-09-12,North,Government,53,21362.42,14,5,3,58
490,2023-10-07,East,Government,65,51852.06,4,2,4,173
491,2022-08-10,Central,Enterprise,43,51796.11,0,6,4,165
492,2022-11-14,South,Enterprise,33,46783.94,13,5,2,134
493,2022-12-17,Central,Startup,34,11568.73,5,10,2,74
494,2022-05-20,North,Enterprise,43,39193.17,20,6,5,75
495,2022-08-27,South,Enterprise,37,73284.48,15,9,1,123
496,2023-05-22,South,SMB,42,13508.81,8,7,2,49
497,2022-07-07,West,Startup,45,12445.57,7,1,3,3
498,2023-03-24,Central,Government,48,43233.23,10,3,3,126
499,2022-06-21,East,SMB,48,19171.7,16,8,4,68
500,2022-01-21,North,Government,61,38871.01,13,10,1,30
501,2023-02-23,East,Startup,33,11705.69,14,1,1,166
502,2022-10-25,North,Startup,48,5432.36,1,6,1,113
503,2023-05-15,East,Government,57,56172.17,2,3,2,96
504,2023-10-22,Central,Government,49,37072.04,12,10,1,150
505,2022-03-29,North,Government,40,53184.59,7,7,2,96
506,2022-07-12,West,Government,38,22547.5,14,1,1,162
507,2023-10-03,South,Enterprise,50,74909.27,17,10,4,135
508,2022-02-21,South,SMB,33,13155.77,13,5,5,87
509,2023-07-01,West,Startup,61,5547.0,15,1,3,141
510,2022-01-16,South,Enterprise,55,77556.36,9,7,1,29
511,2022-02-07,Central,Startup,57,9345.94,8,5,1,23
512,2023-10-06,North,SMB,61,17685.14,7,1,2,20
513,2022-03-05,East,Enterprise,61,53127.11,17,2,3,110
514,2023-08-21,North,Enterprise,53,85168.57,12,5,2,38
515,2023-02-16,South,Enterprise,43,41147.23,7,9,2,163
516,2022-06-02,East,Startup,36,10310.66,10,2,3,62
517,2023-07-14,East,Enterprise,27,76792.93,5,5,1,154
518,2023-05-08,East,SMB,50,9468.76,12,7,3,177
519,2022-10-03,South,Enterprise,31,43377.68,0,10,4,62
520,2023-03-28,West,Startup,28,12186.36,20,2,5,68
521,2022-06-26,South,Startup,33,6469.45,9,4,2,3
522,2023-10-15,North,Government,36,30735.49,10,1,3,113
523,2023-07-10,South,Government,56,29234.15,11,8,2,163
524,2022-10-18,West,Startup,34,11758.74,15,5,5,154
525,2023-07-20,Central,SMB,46,22028.3,2,10,5,32
526,2023-04-06,West,SMB,54,23983.39,12,1,4,43
527,2023-01-13,Central,SMB,54,17847.54,9,6,4,73
528,2022-09-28,North,Startup,38,10693.18,12,1,5,105
529,2022-02-15,East,Startup,25,10914.01,17,6,1,76
530,2023-08-16,West,Government,37,61060.97,17,10,3,82
531,2023-01-27,North,Enterprise,40,47137.81,6,2,4,121
532,2023-01-13,East,Enterprise,38,83535.68,3,1,5,52
533,2023-06-27,Central,SMB,64,15546.48,6,8,5,122
534,2022-08-22,West,Government,58,44873.4,16,9,1,25
535,2023-08-23,West,SMB,36,12660.71,8,3,1,26
536,2023-11-10,South,Startup,40,14370.83,0,5,3,70
537,2023-10-10,East,Enterprise,54,83168.58,2,2,1,45
538,2022-11-24,Central,Government,50,59616.31,14,10,3,106
539,2022-04-11,North,SMB,64,12440.53,11,4,1,19
540,2023-08-20,South,Government,38,29993.3,10,10,4,94
541,2023-05-03,West,Government,56,51176.49,12,2,2,113
542,2023-03-06,East,Enterprise,41,71551.29,5,5,1,2
543,2022-03-03,Central,Government,63,22481.32,8,2,5,18
544,2023-10-10,South,Government,51,57559.41,1,7,4,110
545,2022-03-31,North,SMB,27,10452.59,14,5,3,30
546,2023-11-21,Central,SMB,41,17040.16,7,2,1,28
547,2022-03-22,North,Government,28,21119.36,0,9,3,150
548,2023-04-30,South,Government,27,37334.79,5,5,3,95
549,2022-12-28,North,Startup,29,6933.04,4,3,2,108
550,2023-03-19,East,Enterprise,63,83554.38,0,2,4,163
551,2022-02-24,East,Government,61,59769.5,9,10,1,72
552,2022-11-30,West,Startup,56,5938.35,20,4,3,19
553,2022-06-29,North,Enterprise,42,81579.37,11,2,3,131
554,2022-06-30,Central,Startup,39,12617.69,10,7,5,95
555,2023-07-16,West,Government,65,31784.47,7,1,2,116
556,2023-06-09,Central,Enterprise,29,57563.27,9,6,4,28
557,2023-10-04,Central,Startup,29,6379.77,11,5,1,69
558,2023-06-05,South,Startup,47,10945.0,14,7,5,34
559,2022-12-18,East,Enterprise,39,76340.9,5,2,3,175
560,2023-03-15,North,Government,55,44619.2,2,9,3,53
561,2023-09-10,South,Startup,53,11849.17,8,8,4,90
562,2022-01-03,East,Startup,56,8407.34,8,5,3,55
563,2022-03-25,South,Government,55,42854.14,6,7,2,175
564,2023-05-22,Central,Startup,34,10881.71,15,5,1,81
565,2023-10-08,North,Government,29,54044.36,11,8,2,41
566,2022-05-30,Central,SMB,52,10979.03,16,2,3,47
567,2022-01-17,North,SMB,59,17691.03,7,5,1,52
568,2023-02-23,South,Government,65,35080.15,4,10,3,39
569,2022-05-12,East,SMB,63,12992.21,13,8,3,85
570,2022-06-06,North,SMB,52,21194.35,0,8,3,153
571,2023-06-11,North,Government,38,24163.23,3,7,1,21
572,2022-05-11,East,Enterprise,37,55615.8,6,7,1,139
573,2022-05-25,West,Enterprise,47,77702.34,14,6,5,71
574,2023-08-21,Central,Government,47,51141.99,20,3,5,18
575,2022-02-15,Central,SMB,31,20068.62,20,4,5,148
576,2023-02-16,South,Startup,48,6587.26,2,4,2,85
577,2023-06-14,West,SMB,50,18127.05,11,1,2,138
578,2022-12-02,North,Startup,42,12546.29,17,7,1,28
579,2022-02-18,North,Government,38,27208.44,1,1,1,80
580,2023-11-28,South,Enterprise,64,65190.24,17,10,2,153
581,2023-02-01,North,Government,37,28989.49,5,6,4,179
582,2023-02-06,North,Startup,34,5213.21,4,2,3,10
583,2022-06-08,East,SMB,43,21372.53,3,8,1,169
584,2022-05-02,East,SMB,34,12550.58,5,9,3,24
585,2023-01-10,South,Government,55,62638.71,11,6,5,47
586,2023-01-04,South,SMB,42,11957.95,8,8,3,147
587,2022-11-28,West,Government,36,33607.49,18,3,5,140
588,2023-09-30,West,Enterprise,58,85249.29,10,3,5,144
589,2023-11-20,South,Enterprise,53,32392.45,13,3,3,81
590,2023-07-11,East,SMB,34,26769.52,7,2,4,115
591,2022-05-15,North,SMB,60,18288.83,16,5,4,23
592,2023-11-13,North,Government,35,58048.68,13,6,5,21
593,2023-09-06,East,Enterprise,51,83596.56,19,5,2,84
594,2022-02-02,East,Startup,49,11115.36,18,8,3,96
595,2023-08-26,South,SMB,60,13581.8,18,7,2,30
596,2023-09-15,Central,Startup,65,5948.05,11,4,5,132
597,2022-10-23,West,Government,47,55726.45,7,9,3,119
598,2022-08-12,West,Startup,61,12648.93,15,7,4,17
599,2022-05-06,South,Enterprise,55,53168.61,3,6,5,107
600,2023-01-10,North,Startup,57,13631.38,1,9,4,42
601,2023-06-20,East,Enterprise,32,30706.56,13,8,4,71
602,2023-10-07,East,Startup,27,8237.23,1,3,1,172
603,2022-03-06,Central,Government,38,27423.8,17,6,4,84
604,2023-07-25,North,Enterprise,47,76514.59,20,4,5,4
605,2022-12-23,South,Startup,51,7983.23,6,3,3,7
606,2022-07-31,North,Government,25,50497.85,1,9,5,176
607,2022-12-13,East,SMB,39,26198.26,20,5,5,154
608,2023-06-23,South,Government,51,52928.76,7,9,5,85
609,2023-10-10,West,Enterprise,58,66699.39,15,4,4,88
610,2022-10-27,West,Government,41,38367.62,1,2,1,165
611,2022-02-03,Central,Startup,37,10799.57,18,1,1,109
612,2023-10-04,South,Startup,58,9574.99,3,5,4,6
613,2022-02-25,South,Startup,37,4985.16,19,6,5,165
614,2022-10-18,North,SMB,42,14512.25,19,10,1,146
615,2023-01-09,East,Enterprise,32,84607.71,14,5,5,92
616,2022-01-21,South,Startup,42,7242.14,4,6,2,14
617,2022-11-21,Central,Enterprise,37,49499.05,3,3,4,170
618,2022-10-10,North,Enterprise,60,65827.35,6,9,4,90
619,2022-11-26,Central,Government,59,56408.82,12,7,4,71
620,2022-07-21,North,Government,53,29153.12,15,6,1,39
621,2023-05-04,Central,Government,37,57252.5,5,2,5,76
622,2023-06-07,North,Government,54,58893.07,8,6,3,136
623,2022-10-25,Central,Enterprise,30,55162.0,3,8,2,167
624,2022-10-10,West,Startup,36,6581.42,2,10,5,18
625,2022-10-23,South,Enterprise,47,82436.41,0,10,4,12
626,2023-05-09,North,Enterprise,34,68316.25,4,4,3,156
627,2022-07-02,East,Enterprise,64,87953.45,12,2,5,59
628,2022-01-19,South,Government,36,44043.51,17,2,5,158
629,2023-09-17,Central,SMB,35,18798.55,8,1,1,119
630,2023-06-09,South,Government,65,46473.63,2,4,2,67
631,2022-04-18,Central,Enterprise,28,68280.14,5,3,3,151
632,2022-04-10,West,SMB,38,24285.22,8,6,2,77
633,2022-07-07,North,Enterprise,48,52151.26,19,2,1,157
634,2023-06-29,South,Enterprise,27,84027.26,7,1,3,39
635,2023-04-09,North,SMB,41,13602.22,2,9,3,79
636,2022-02-28,East,SMB,57,21667.62,15,6,3,70
637,2022-02-06,East,Startup,65,7855.14,12,5,3,81
638,2022-05-28,West,Startup,50,8305.14,15,3,2,24
639,2023-11-16,South,Startup,31,10678.93,20,7,2,144
640,2023-06-12,East,Startup,59,6912.69,15,6,2,179
641,2022-03-09,East,Enterprise,58,35884.91,5,7,2,60
642,2023-10-18,South,SMB,34,20131.36,13,2,5,63
643,2022-01-21,North,SMB,27,17021.37,0,7,3,115
644,2022-08-01,Central,Startup,58,5143.25,17,2,4,68
645,2022-11-09,North,Enterprise,54,32494.22,14,3,2,7
646,2023-07-09,Central,Startup,50,8693.77,5,10,5,19
647,2023-08-25,Central,Government,57,42793.8,11,9,3,50
648,2022-10-10,North,Government,52,52985.69,1,4,4,5
649,2022-06-19,Central,Enterprise,63,42926.37,11,2,2,120
650,2022-03-08,Central,Enterprise,28,85791.21,16,5,3,105
651,2022-11-21,South,Startup,65,12752.01,17,3,4,91
652,2022-05-18,South,Startup,38,5356.86,1,7,2,33
653,2022-12-23,South,Startup,49,10488.34,2,1,2,95
654,2022-06-13,East,Enterprise,48,47002.16,14,10,5,86
655,2023-06-18,North,Startup,25,5902.04,0,9,2,132
656,2023-08-14,South,Enterprise,29,54627.25,6,5,4,4
657,2022-05-02,West,Startup,41,5955.39,7,9,3,34
658,2023-09-20,South,Government,38,62585.4,15,7,1,146
659,2023-05-03,South,Enterprise,32,48285.13,2,2,1,12
660,2023-09-28,East,Enterprise,46,54709.55,19,9,3,130
661,2023-02-25,East,Enterprise,56,67147.8,3,9,3,14
662,2022-10-05,South,Enterprise,30,55056.44,6,4,3,170
663,2022-03-02,North,Government,50,31420.3,3,4,5,54
664,2022-08-14,West,SMB,50,10367.34,18,9,3,68
665,2023-10-18,Central,SMB,48,18762.12,15,5,3,135
666,2022-12-15,South,Enterprise,33,46082.88,2,8,3,159
667,2022-04-20,West,Startup,60,13026.85,20,10,4,164
668,2022-01-25,East,Government,44,51616.8,1,2,3,151
669,2022-03-22,South,SMB,56,9902.63,20,5,4,43
670,2023-02-10,South,Enterprise,49,79552.77,2,6,4,119
671,2023-03-08,North,Startup,54,7567.04,7,6,3,165
672,2022-04-21,South,Government,41,54054.25,7,1,1,99
673,2023-09-29,East,Startup,33,10236.04,20,7,4,166
674,2022-06-16,East,SMB,43,20798.42,1,2,3,157
675,2022-06-25,West,Enterprise,28,77098.36,5,7,5,128
676,2022-11-15,South,Enterprise,49,53836.73,18,1,3,106
677,2022-09-03,West,Startup,38,5389.24,8,10,4,156
678,2023-03-17,Central,Government,54,48138.67,3,6,4,99
679,2022-02-16,West,Government,25,21740.41,2,3,5,6
680,2022-01-23,South,Startup,37,5463.38,17,2,1,4
681,2023-09-20,Central,SMB,48,21552.3,6,4,3,57
682,2023-02-14,East,Startup,53,4917.41,17,2,4,48
683,2023-11-12,South,Government,46,56059.18,10,7,4,179
684,2023-10-02,Central,Government,29,32700.04,13,9,3,116
685,2022-10-02,Central,Startup,46,6371.07,17,3,3,13
686,2023-07-13,South,SMB,65,21998.22,14,9,1,170
687,2023-08-04,South,SMB,54,24842.22,11,6,5,117
688,2023-08-19,West,Government,34,60357.74,16,10,5,114
689,2022-06-04,East,Government,62,56968.05,6,8,3,106
690,2023-07-07,West,SMB,62,24283.39,16,5,1,93
691,2022-11-20,South,Government,36,42157.9,16,4,5,62
692,2023-11-15,North,SMB,44,23549.16,7,7,1,122
693,2023-11-14,South,Government,54,24324.16,1,7,1,63
694,2023-10-26,Central,Enterprise,49,85340.07,8,10,1,14
695,2022-07-07,Central,Enterprise,56,41845.85,17,4,1,73
696,2022-02-19,East,Government,63,33757.84,2,7,1,40
697,2022-08-21,West,Startup,35,9980.5,6,10,2,59
698,2023-11-15,East,Government,45,52237.93,8,5,3,139
699,2022-06-15,East,Government,42,28202.87,15,8,2,8
700,2022-09-24,South,SMB,42,26485.21,6,1,2,158
701,2023-10-11,East,Enterprise,61,46694.19,17,8,5,119
702,2022-04-26,South,Startup,26,7137.77,16,6,3,55
703,2022-07-20,West,Government,47,59740.81,16,2,5,64
704,2022-06-25,North,Government,52,40065.76,20,3,1,109
705,2022-06-24,East,Government,60,60251.41,14,9,5,66
706,2022-08-04,East,Government,46,44515.18,0,9,1,131
707,2023-11-03,West,Enterprise,27,48755.5,14,3,4,168
708,2022-12-01,South,Startup,50,11599.29,10,10,4,83
709,2022-11-04,South,Enterprise,26,51184.9,0,7,3,107
710,2023-10-26,Central,Government,65,59317.25,14,4,5,163
711,2022-05-22,South,Government,46,35963.38,18,10,5,54
712,2022-08-04,North,SMB,64,20646.66,7,2,3,46
713,2022-09-08,North,Enterprise,46,84596.39,13,7,3,37
714,2022-08-02,East,SMB,29,19260.52,12,6,4,75
715,2023-09-29,Central,Enterprise,51,79135.47,16,5,4,48
716,2022-10-03,South,Enterprise,43,82819.53,10,7,1,62
717,2022-09-16,North,Enterprise,42,55779.91,11,10,3,72
718,2022-04-15,South,Enterprise,63,46549.55,19,4,1,87
719,2023-11-24,East,SMB,42,26547.96,20,1,5,79
720,2023-02-26,West,Startup,58,4952.15,8,2,1,78
721,2022-11-23,West,Startup,38,6929.51,10,2,3,165
722,2023-04-11,East,Government,26,38464.19,14,9,1,139
723,2022-07-15,North,SMB,41,16817.96,20,6,2,1
724,2023-05-14,South,SMB,62,22555.74,11,6,2,18
725,2022-11-18,West,SMB,39,10780.06,17,9,5,114
726,2023-10-08,East,Startup,48,10265.98,16,5,1,49
727,2023-07-22,Central,SMB,58,18845.35,14,6,4,152
728,2023-09-19,Central,Enterprise,60,74258.13,10,7,5,33
729,2022-02-21,South,SMB,46,11404.8,16,8,4,171
730,2023-05-08,East,Government,52,40825.77,20,2,3,162
731,2023-07-11,East,Enterprise,54,35980.99,8,8,5,98
732,2023-07-25,East,Enterprise,63,83120.01,19,1,4,102
733,2023-01-05,North,Startup,34,5045.77,6,6,1,130
734,2022-08-14,West,Government,26,39239.73,16,5,3,151
735,2023-03-03,East,Enterprise,32,78645.61,11,9,5,43
736,2023-11-04,West,Enterprise,26,68724.02,19,9,2,23
737,2023-09-07,South,Enterprise,34,87321.11,9,6,1,113
738,2023-01-26,South,Startup,59,8676.17,8,10,5,139
739,2022-04-19,East,Startup,31,10913.69,14,8,3,63
740,2022-10-20,North,SMB,30,20036.0,1,3,1,107
741,2022-08-14,East,SMB,35,13012.05,16,7,2,68
742,2022-03-30,East,SMB,31,12775.1,13,8,3,25
743,2023-10-20,West,Enterprise,41,48210.45,11,10,1,120
744,2022-03-10,South,Startup,46,12486.21,16,5,3,142
745,2023-01-23,North,Government,35,59800.98,16,5,2,142
746,2023-06-07,Central,SMB,39,21490.08,20,5,3,145
747,2023-07-14,North,Startup,58,5881.17,4,4,5,174
748,2023-10-03,West,Government,39,60590.28,14,10,4,7
749,2022-01-28,Central,Government,25,48530.76,16,1,3,147
750,2023-08-19,North,SMB,38,11930.91,12,4,1,46
751,2023-11-16,East,Enterprise,54,56269.03,19,9,2,172
752,2023-02-21,West,Enterprise,40,64592.78,17,9,3,171
753,2022-02-27,Central,Startup,41,6271.35,1,2,2,130
754,2022-06-26,West,SMB,30,15622.53,4,2,2,92
755,2023-06-12,Central,Government,28,38030.36,14,1,2,173
756,2022-09-24,East,Startup,34,5339.79,18,9,1,76
757,2023-06-13,North,Startup,43,9955.81,20,6,1,13
758,2023-09-26,Central,Startup,30,13845.31,16,6,1,82
759,2022-05-22,Central,SMB,46,26874.38,3,1,4,58
760,2023-04-03,South,Enterprise,58,79823.39,4,3,3,115
761,2022-09-29,West,Startup,42,10931.98,16,1,4,51
762,2023-11-02,East,Startup,50,9722.08,5,4,3,7
763,2023-05-16,North,SMB,51,25725.54,20,8,2,169
764,2023-03-16,North,Enterprise,57,81738.93,17,1,2,135
765,2022-04-30,East,Startup,64,4923.29,19,8,1,118
766,2023-10-07,Central,SMB,43,22443.24,17,2,3,147
767,2022-10-27,East,Enterprise,29,37087.29,8,10,4,65
768,2023-10-03,Central,Startup,59,10355.62,15,1,5,107
769,2022-11-07,Central,Government,45,31902.3,19,1,1,6
770,2023-10-29,Central,Enterprise,56,44534.27,1,2,3,168
771,2022-08-12,East,Startup,33,10393.46,17,2,3,144
772,2023-08-20,West,SMB,62,9461.99,0,10,1,119
773,2022-04-27,West,Enterprise,33,66064.99,5,9,1,174
774,2022-04-28,South,SMB,33,17586.59,0,10,1,23
775,2023-08-05,North,Startup,57,10118.27,14,8,2,90
776,2023-03-11,West,Enterprise,64,82737.09,19,6,3,105
777,2023-07-17,South,Enterprise,25,54726.49,1,9,5,77
778,2022-01-27,South,Government,45,29741.83,11,10,4,97
779,2022-06-06,South,Startup,44,8518.08,19,6,2,139
780,2022-07-28,West,Government,63,26470.21,18,6,4,74
781,2022-02-07,East,Government,62,29013.2,14,7,1,38
782,2023-07-27,Central,Startup,48,11488.78,18,9,1,11
783,2022-05-11,East,Government,29,33158.62,4,3,3,144
784,2022-01-08,East,Startup,61,8251.04,3,2,1,93
785,2023-01-09,Central,Government,56,61498.48,4,9,4,137
786,2022-09-22,North,Startup,49,9238.21,16,9,4,56
787,2022-06-28,North,Government,35,29957.15,4,7,3,165
788,2023-05-18,South,Startup,41,7274.35,6,9,1,114
789,2023-04-01,East,Startup,36,5602.05,19,6,1,79
790,2023-11-21,West,Startup,54,11233.88,13,5,3,167
791,2022-04-11,East,Enterprise,56,67059.42,10,9,3,51
792,2022-05-28,West,Government,33,35674.26,5,9,4,24
793,2023-03-16,Central,Startup,41,13472.85,5,5,5,143
794,2023-05-10,Central,Government,40,34918.49,16,5,4,17
795,2022-04-15,South,Startup,45,13165.56,6,1,2,155
796,2023-11-18,Central,Enterprise,40,31454.86,15,3,1,156
797,2023-01-09,West,SMB,47,23594.62,11,8,3,163
798,2022-05-26,North,Startup,61,9397.52,8,3,1,13
799,2023-03-09,West,Startup,49,9287.79,7,8,4,9
800,2023-04-25,West,Enterprise,52,72125.55,9,3,1,178
801,2022-05-17,South,SMB,47,23134.67,16,6,2,161
802,2022-08-25,Central,Startup,32,8412.69,9,10,4,148
803,2023-07-19,East,Government,65,31771.82,3,9,1,124
804,2023-02-23,Central,Enterprise,39,31170.31,2,1,2,84
805,2023-02-03,North,Startup,63,13142.04,20,5,5,43
806,2022-07-14,West,Enterprise,32,83775.37,20,7,4,125
807,2022-09-24,West,Government,38,23955.85,20,4,3,25
808,2022-04-16,West,Enterprise,34,78883.51,4,10,2,86
809,2022-12-25,Central,Government,40,27497.51,16,7,5,124
810,2022-03-08,West,Government,45,52978.94,5,5,5,50
811,2023-09-07,Central,Enterprise,34,32240.13,12,2,3,87
812,2023-09-13,Central,SMB,58,12792.72,14,6,2,39
813,2022-07-17,East,Government,47,58967.48,11,2,3,32
814,2023-08-02,South,Government,46,53779.26,8,2,1,108
815,2023-05-12,East,Startup,58,13846.79,16,4,3,98
816,2022-06-01,East,Enterprise,43,36773.65,2,2,1,103
817,2023-06-01,Central,Enterprise,36,76300.6,3,3,3,150
818,2022-12-29,East,SMB,48,9897.99,20,4,3,76
819,2022-05-18,West,SMB,26,13908.63,2,5,5,145
820,2022-02-03,Central,Enterprise,41,80877.59,9,8,5,94
821,2022-07-25,East,SMB,40,9970.12,12,7,4,11
822,2022-10-11,East,SMB,39,16545.94,18,3,2,137
823,2022-06-15,South,Enterprise,48,30702.4,11,9,1,39
824,2023-07-26,Central,Startup,52,11985.39,17,4,1,86
825,2022-08-25,West,Startup,26,10448.91,13,7,5,30
826,2023-09-12,Central,Government,42,50126.48,13,5,4,112
827,2022-11-17,Central,SMB,48,11891.54,7,9,3,124
828,2022-04-13,South,Enterprise,34,89765.95,15,1,1,26
829,2023-08-08,South,SMB,46,17010.52,15,4,5,60
830,2022-07-11,East,Enterprise,29,79854.07,19,3,2,122
831,2023-11-07,North,Government,55,56234.9,20,1,2,31
832,2022-01-13,East,SMB,56,11120.88,16,1,5,136
833,2022-05-31,North,Startup,40,11108.78,14,8,3,57
834,2022-03-20,South,Startup,53,11862.63,8,4,2,22
835,2023-01-09,South,Enterprise,50,56045.8,8,5,3,3
836,2023-10-16,West,Startup,36,13154.27,15,9,4,133
837,2022-08-21,North,Enterprise,47,84564.53,11,3,3,128
838,2023-01-12,Central,SMB,49,25833.59,19,3,5,155
839,2023-02-11,West,Enterprise,25,81140.45,20,4,1,5
840,2023-05-08,South,Enterprise,60,81178.92,12,6,2,86
841,2022-08-22,Central,SMB,32,25515.4,3,1,5,144
842,2023-02-23,East,SMB,64,25131.65,7,3,1,68
843,2023-04-22,East,SMB,45,13576.79,9,2,1,157
844,2023-05-23,East,Government,56,48948.77,13,10,5,124
845,2023-08-11,West,Enterprise,60,56813.17,1,10,5,159
846,2022-07-29,East,Startup,35,9143.91,13,3,5,55
847,2022-03-27,West,Government,27,41580.38,4,4,1,172
848,2023-09-29,West,Government,62,33339.57,13,3,1,64
849,2022-04-25,East,Enterprise,46,80788.8,6,2,3,49
850,2022-02-01,East,Government,32,37219.93,11,1,3,175
851,2022-01-28,South,Startup,30,12129.54,6,9,4,11
852,2022-10-24,North,Enterprise,60,36502.58,17,3,2,168
853,2022-05-26,Central,SMB,34,23830.67,17,1,1,104
854,2022-11-19,East,Government,44,28021.19,10,9,1,153
855,2023-04-09,South,SMB,61,16173.74,4,5,2,170
856,2022-05-12,South,Government,31,37789.34,7,4,4,106
857,2022-02-14,East,SMB,58,22814.78,18,5,3,82
858,2022-06-20,East,Enterprise,65,49388.68,9,2,2,42
859,2022-07-28,West,Enterprise,47,44518.06,14,10,3,59
860,2023-09-15,East,Startup,48,10599.3,4,9,1,83
861,2023-10-03,North,Startup,44,9330.62,7,7,3,49
862,2022-04-01,Central,SMB,37,16238.17,10,3,1,62
863,2022-11-23,East,Government,30,26955.97,0,6,3,61
864,2023-08-13,North,SMB,33,11822.5,20,6,4,179
865,2022-02-01,North,Enterprise,28,36761.35,10,5,4,143
866,2022-09-01,West,Startup,39,9231.97,16,3,4,35
867,2022-08-10,South,Government,31,44427.56,16,10,1,130
868,2023-02-08,South,Startup,63,12286.0,2,3,3,113
869,2022-01-06,East,SMB,31,20528.42,8,1,2,164
870,2022-03-16,East,Enterprise,64,64940.25,9,10,2,24
871,2022-09-28,North,Government,31,21969.71,2,10,1,82
872,2022-10-19,North,SMB,34,22907.03,17,1,4,65
873,2022-06-27,North,Startup,60,10098.3,13,4,2,171
874,2022-06-24,North,Enterprise,36,56074.19,6,10,4,15
875,2022-01-31,West,SMB,42,19178.19,6,9,1,3
876,2022-04-30,South,Government,30,60759.62,2,6,1,104
877,2022-11-14,West,Startup,49,11925.01,12,2,2,157
878,2023-03-03,North,Enterprise,28,58816.64,12,5,4,58
879,2022-10-26,North,SMB,52,10823.92,16,5,1,103
880,2022-04-07,East,Startup,42,8972.92,1,1,5,26
881,2022-03-12,Central,Startup,50,12794.34,0,4,2,7
882,2023-04-08,West,SMB,50,23382.17,2,6,4,140
883,2022-10-02,Central,SMB,40,10996.1,9,8,4,135
884,2022-10-14,West,SMB,59,18779.74,9,9,4,168
885,2022-08-02,North,Enterprise,58,85369.64,9,5,3,177
886,2023-11-29,North,SMB,48,23220.38,17,5,2,29
887,2022-06-05,Central,Startup,42,7010.3,7,1,2,96
888,2022-07-03,Central,Startup,53,6452.29,6,10,1,3
889,2023-01-20,West,SMB,57,26587.78,5,6,2,74
890,2022-09-21,South,SMB,40,20995.91,2,2,2,48
891,2023-04-09,West,SMB,42,11508.63,14,7,5,117
892,2023-08-02,West,Enterprise,63,67000.28,17,5,3,43
893,2022-05-24,North,Startup,61,11627.36,19,9,5,72
894,2023-11-18,East,Startup,44,6354.15,15,4,1,89
895,2023-06-14,North,Government,39,51240.7,0,9,1,164
896,2023-06-18,South,SMB,58,11118.88,18,6,4,46
897,2023-03-19,West,Government,58,41163.03,18,9,4,104
898,2022-02-06,East,Enterprise,33,68695.26,18,8,2,129
899,2023-07-18,South,Startup,52,6714.01,17,6,5,56
900,2022-05-29,North,Enterprise,64,63381.47,11,7,3,124
901,2023-02-02,Central,Enterprise,32,59831.09,4,10,2,109
902,2023-06-03,Central,Startup,30,8200.53,20,2,5,101
903,2022-12-07,West,Enterprise,51,68758.13,3,8,2,50
904,2022-04-29,East,Enterprise,41,37381.76,7,6,3,133
905,2022-04-13,South,Government,27,28604.14,16,10,2,15
906,2022-01-18,East,SMB,28,20016.0,11,8,3,73
907,2022-03-08,Central,Enterprise,43,85825.24,18,6,1,122
908,2022-03-08,East,Enterprise,48,75367.02,1,5,4,90
909,2023-04-12,South,Enterprise,31,63126.45,4,9,5,67
910,2022-07-29,East,Government,64,53294.6,1,4,3,98
911,2022-12-20,North,Enterprise,51,80900.4,19,9,4,1
912,2023-05-20,West,Startup,26,6976.38,0,6,5,173
913,2022-12-09,South,SMB,48,21600.33,16,6,5,7
