date,region,product,segment,sales_rep,revenue,units_sold,discount_pct,cost,profit,profit_margin
2023-03-07,West,Product A,Government,Rep_1,12404.56,23,10.2,5929.32,6475.24,52.2
2023-03-07,Central,Product D,Government,Rep_6,7529.45,15,1.2,4978.7,2550.75,33.88
2023-03-07,Central,Product D,Startup,Rep_1,6742.38,12,20.2,4569.72,2172.66,32.22
2023-03-07,South,Product D,Enterprise,Rep_4,4325.81,24,15.6,1974.35,2351.46,54.36
2023-03-07,West,Product A,Startup,Rep_5,5171.67,8,20.8,3304.57,1867.1,36.1
2023-03-07,Central,Product B,Enterprise,Rep_10,10850.97,25,14.5,5096.41,5754.56,53.03
2023-03-07,North,Product A,Government,Rep_6,14358.34,28,1.6,9111.07,5247.27,36.55
2023-03-07,North,Product C,Government,Rep_2,2880.82,16,21.2,1562.52,1318.3,45.76
2023-03-07,Central,Product D,SMB,Rep_10,12692.43,35,11.6,6961.34,5731.09,45.15
2023-03-07,Central,Product E,Enterprise,Rep_6,11013.67,68,12.9,6445.17,4568.5,41.48
2023-03-07,North,Product A,Enterprise,Rep_10,11587.02,21,22.6,5549.9,6037.12,52.1
2023-03-07,Central,Product C,Startup,Rep_7,8557.59,36,3.4,3937.66,4619.93,53.99
2023-03-07,South,Product C,Government,Rep_9,15581.38,53,22.1,9790.78,5790.6,37.16
2023-03-08,West,Product C,Startup,Rep_5,5792.05,13,17.0,2682.78,3109.27,53.68
2023-03-08,Central,Product E,Enterprise,Rep_7,7394.46,16,5.0,3443.84,3950.62,53.43
2023-03-08,South,Product D,Government,Rep_10,12163.15,30,8.4,6311.64,5851.51,48.11
2023-03-08,East,Product B,Enterprise,Rep_8,15038.45,40,23.0,8976.7,6061.75,40.31
2023-03-08,South,Product D,SMB,Rep_4,8913.84,17,20.2,4781.92,4131.92,46.35
2023-03-08,West,Product B,Enterprise,Rep_6,2037.85,5,3.6,1123.45,914.4,44.87
2023-03-08,Central,Product C,Enterprise,Rep_1,4291.4,17,6.5,2103.15,2188.25,50.99
2023-03-08,Central,Product B,SMB,Rep_4,2513.87,4,0.5,1522.94,990.93,39.42
2023-03-08,West,Product A,Startup,Rep_4,5500.87,10,16.5,3666.15,1834.72,33.35
2023-03-08,Central,Product D,Enterprise,Rep_2,4371.03,8,4.8,2347.18,2023.85,46.3
2023-03-09,East,Product E,Government,Rep_4,15076.01,36,21.4,7804.28,7271.73,48.23
2023-03-09,South,Product C,SMB,Rep_1,9511.12,45,12.7,5557.72,3953.4,41.57
2023-03-09,West,Product B,Enterprise,Rep_8,12706.31,56,9.7,8296.68,4409.63,34.7
2023-03-09,Central,Product C,Government,Rep_9,7605.95,23,17.4,4674.61,2931.34,38.54
2023-03-09,West,Product D,Startup,Rep_10,8123.61,19,0.9,4065.79,4057.82,49.95
2023-03-09,South,Product D,SMB,Rep_7,4732.81,14,3.9,3046.79,1686.02,35.62
2023-03-09,East,Product E,Enterprise,Rep_3,11047.34,28,5.8,5075.84,5971.5,54.05
2023-03-09,Central,Product E,Startup,Rep_7,7705.71,24,12.4,3951.45,3754.26,48.72
2023-03-09,North,Product B,Government,Rep_4,4759.3,8,7.4,2690.94,2068.36,43.46
2023-03-09,Central,Product A,Startup,Rep_4,2857.61,17,5.0,1415.17,1442.44,50.48
2023-03-09,East,Product C,Startup,Rep_5,4618.12,21,21.4,2838.86,1779.26,38.53
2023-03-09,Central,Product C,Enterprise,Rep_5,5403.39,9,23.6,3452.92,1950.47,36.1
2023-03-09,North,Product D,SMB,Rep_7,5290.75,21,5.8,3095.15,2195.6,41.5
2023-03-10,West,Product D,Startup,Rep_2,5501.54,11,17.4,2740.89,2760.65,50.18
2023-03-10,West,Product E,Enterprise,Rep_6,4233.14,14,18.4,2391.53,1841.61,43.5
2023-03-10,East,Product C,SMB,Rep_7,8105.36,16,17.3,4206.01,3899.35,48.11
2023-03-10,Central,Product A,Enterprise,Rep_3,4540.88,15,15.7,2673.17,1867.71,41.13
2023-03-10,Central,Product E,Government,Rep_7,4501.94,11,4.7,2138.36,2363.58,52.5
2023-03-10,Central,Product D,Startup,Rep_2,4450.36,19,20.7,2620.25,1830.11,41.12
2023-03-10,North,Product B,SMB,Rep_2,13373.47,55,7.3,7631.05,5742.42,42.94
2023-03-10,West,Product A,Startup,Rep_9,2032.21,3,9.8,1377.04,655.17,32.24
2023-03-10,South,Product E,Government,Rep_8,11272.52,20,5.2,7329.43,3943.09,34.98
2023-03-10,East,Product D,Government,Rep_3,11145.69,26,12.6,6771.14,4374.55,39.25
2023-03-10,East,Product B,Enterprise,Rep_3,8553.5,20,6.2,4496.1,4057.4,47.44
2023-03-10,Central,Product D,Government,Rep_8,10165.27,36,22.0,5641.22,4524.05,44.5
2023-03-10,East,Product D,SMB,Rep_7,5867.35,12,11.4,3869.47,1997.88,34.05
2023-03-10,South,Product E,Enterprise,Rep_7,9565.2,17,3.9,6245.96,3319.24,34.7
2023-03-10,Central,Product C,Enterprise,Rep_4,13445.9,27,3.0,7190.98,6254.92,46.52
2023-03-10,North,Product E,Startup,Rep_7,7279.03,19,11.6,3398.11,3880.92,53.32
2023-03-11,West,Product D,Startup,Rep_7,12718.2,82,2.9,8405.99,4312.21,33.91
2023-03-11,East,Product D,Government,Rep_8,2929.03,11,23.8,1412.55,1516.48,51.77
2023-03-11,East,Product B,SMB,Rep_1,8933.13,43,18.5,4366.02,4567.11,51.13
2023-03-11,North,Product C,SMB,Rep_8,6089.46,36,16.9,3043.01,3046.45,50.03
2023-03-11,North,Product E,Enterprise,Rep_7,10790.09,25,1.2,5792.13,4997.96,46.32
2023-03-11,South,Product B,Startup,Rep_4,3931.97,24,0.4,2511.43,1420.54,36.13
2023-03-11,North,Product B,Enterprise,Rep_3,9851.01,25,20.4,5164.06,4686.95,47.58
2023-03-11,South,Product E,SMB,Rep_9,6981.44,27,2.6,3660.89,3320.55,47.56
2023-03-11,North,Product D,Startup,Rep_1,6972.12,38,20.4,4179.7,2792.42,40.05
2023-03-11,East,Product A,Enterprise,Rep_4,7933.74,21,24.8,4870.38,3063.36,38.61
2023-03-11,Central,Product B,Startup,Rep_2,11213.39,24,16.9,7553.84,3659.55,32.64
2023-03-11,South,Product C,SMB,Rep_6,15448.69,85,0.4,10192.79,5255.9,34.02
2023-03-11,West,Product D,SMB,Rep_9,11049.06,43,15.4,7251.05,3798.01,34.37
2023-03-11,East,Product B,Government,Rep_4,8729.21,27,7.4,4232.66,4496.55,51.51
2023-03-11,South,Product A,SMB,Rep_10,14600.45,26,3.4,7636.53,6963.92,47.7
2023-03-11,North,Product E,Government,Rep_5,10801.34,22,8.6,5371.92,5429.42,50.27
2023-03-11,North,Product B,SMB,Rep_10,13431.14,57,15.7,6243.63,7187.51,53.51
2023-03-11,West,Product A,SMB,Rep_1,9144.83,37,2.3,5361.66,3783.17,41.37
2023-03-12,South,Product E,Enterprise,Rep_7,10778.66,22,6.1,5287.8,5490.86,50.94
2023-03-12,South,Product C,Startup,Rep_10,8145.96,29,19.5,3815.6,4330.36,53.16
2023-03-12,East,Product D,Government,Rep_3,7930.98,18,10.8,3853.28,4077.7,51.41
2023-03-12,West,Product A,Government,Rep_7,14120.06,25,14.9,6850.26,7269.8,51.49
2023-03-12,South,Product C,Government,Rep_8,5587.38,13,12.0,2942.56,2644.82,47.34
2023-03-12,West,Product B,SMB,Rep_4,2277.24,4,9.4,1236.65,1040.59,45.7
2023-03-12,West,Product D,Startup,Rep_7,8718.09,21,10.2,4000.99,4717.1,54.11
2023-03-12,North,Product D,SMB,Rep_4,13552.71,27,18.8,7185.28,6367.43,46.98
2023-03-12,West,Product C,Enterprise,Rep_7,15037.7,58,0.9,9579.3,5458.4,36.3
2023-03-12,North,Product B,Startup,Rep_10,8351.39,31,15.1,5586.32,2765.07,33.11
2023-03-12,South,Product A,Enterprise,Rep_2,11674.98,35,14.7,7673.14,4001.84,34.28
2023-03-13,South,Product D,SMB,Rep_7,4973.61,8,16.5,2676.01,2297.6,46.2
2023-03-13,East,Product D,Enterprise,Rep_2,11122.86,36,3.6,6920.73,4202.13,37.78
2023-03-13,West,Product C,Enterprise,Rep_3,10727.08,59,17.4,6122.39,4604.69,42.93
2023-03-13,East,Product D,SMB,Rep_3,7291.04,30,4.5,4871.52,2419.52,33.18
2023-03-13,West,Product E,SMB,Rep_3,4958.03,9,4.8,3352.01,1606.02,32.39
2023-03-13,West,Product D,Enterprise,Rep_3,2660.0,12,1.6,1215.15,1444.85,54.32
2023-03-13,South,Product D,Government,Rep_2,1974.56,3,16.6,1246.97,727.59,36.85
2023-03-13,North,Product A,SMB,Rep_9,11834.68,30,24.1,6049.2,5785.48,48.89
2023-03-13,West,Product D,Startup,Rep_10,7288.95,13,25.0,4649.44,2639.51,36.21
2023-03-13,East,Product D,Government,Rep_10,2625.62,8,2.5,1457.46,1168.16,44.49
2023-03-13,West,Product B,Enterprise,Rep_10,3630.69,6,18.8,1841.35,1789.34,49.28
2023-03-13,West,Product E,Government,Rep_9,6680.61,11,23.9,4254.9,2425.71,36.31
2023-03-13,North,Product C,Enterprise,Rep_6,9948.77,27,18.5,6293.7,3655.07,36.74
2023-03-13,East,Product D,Government,Rep_2,10831.62,45,3.6,6169.83,4661.79,43.04
2023-03-13,Central,Product E,Enterprise,Rep_3,7423.45,14,24.9,5026.12,2397.33,32.29
2023-03-13,West,Product B,Government,Rep_2,8369.07,32,4.3,5583.58,2785.49,33.28
2023-03-14,North,Product D,Enterprise,Rep_3,13344.34,41,7.0,8212.24,5132.1,38.46
2023-03-14,West,Product A,SMB,Rep_9,10211.43,20,8.3,5120.78,5090.65,49.85
2023-03-14,Central,Product E,Enterprise,Rep_6,7351.31,15,9.5,4393.76,2957.55,40.23
2023-03-14,Central,Product D,SMB,Rep_4,5031.6,25,8.5,2949.55,2082.05,41.38
2023-03-14,South,Product A,Startup,Rep_3,14876.87,36,0.0,6906.34,7970.53,53.58
2023-03-14,Central,Product B,Government,Rep_7,5906.11,12,19.9,3363.78,2542.33,43.05
2023-03-14,Central,Product E,SMB,Rep_2,7221.07,20,3.6,4815.48,2405.59,33.31
2023-03-14,South,Product D,Government,Rep_3,8775.89,19,20.0,5368.06,3407.83,38.83
2023-03-14,Central,Product C,Startup,Rep_9,13194.14,22,17.7,7388.78,5805.36,44.0
2023-03-15,West,Product C,Government,Rep_1,14016.28,26,5.3,8669.23,5347.05,38.15
2023-03-15,South,Product A,SMB,Rep_8,10765.69,20,22.8,5238.74,5526.95,51.34
2023-03-15,North,Product E,Government,Rep_6,7431.95,24,9.8,3467.15,3964.8,53.35
2023-03-15,East,Product C,SMB,Rep_9,6330.75,12,14.5,4021.08,2309.67,36.48
2023-03-15,East,Product D,SMB,Rep_10,4010.99,14,3.6,2006.18,2004.81,49.98
2023-03-15,South,Product A,Startup,Rep_10,3610.14,6,9.4,2440.53,1169.61,32.4
2023-03-15,South,Product A,Enterprise,Rep_6,13254.7,76,24.5,7946.49,5308.21,40.05
2023-03-15,Central,Product D,SMB,Rep_7,4592.06,13,7.6,2696.07,1895.99,41.29
2023-03-15,South,Product D,Enterprise,Rep_8,13840.84,50,16.3,7397.71,6443.13,46.55
2023-03-15,North,Product A,Enterprise,Rep_2,8783.16,23,0.6,5109.92,3673.24,41.82
2023-03-15,Central,Product D,Startup,Rep_2,11147.18,30,16.1,6128.06,5019.12,45.03
2023-03-16,South,Product A,Startup,Rep_2,12504.6,31,10.1,7642.44,4862.16,38.88
2023-03-16,West,Product E,Government,Rep_2,8968.0,19,19.8,4291.55,4676.45,52.15
2023-03-16,South,Product A,SMB,Rep_10,9399.77,26,7.9,4314.52,5085.25,54.1
2023-03-16,Central,Product B,SMB,Rep_2,10294.31,62,24.5,5830.84,4463.47,43.36
2023-03-16,East,Product E,SMB,Rep_7,15399.93,58,1.2,10279.96,5119.97,33.25
2023-03-16,East,Product E,Government,Rep_3,10058.08,26,24.7,5340.71,4717.37,46.9
2023-03-16,Central,Product E,SMB,Rep_2,9164.37,55,3.5,5928.43,3235.94,35.31
2023-03-16,South,Product B,SMB,Rep_10,5924.7,13,1.9,3013.55,2911.15,49.14
2023-03-16,West,Product B,Government,Rep_8,2854.99,8,17.4,1636.65,1218.34,42.67
2023-03-16,North,Product C,SMB,Rep_6,9740.84,25,4.1,6224.01,3516.83,36.1
2023-03-16,East,Product D,Government,Rep_1,13431.4,49,13.3,8157.09,5274.31,39.27
2023-03-16,West,Product A,Startup,Rep_2,6381.19,23,21.7,3202.89,3178.3,49.81
2023-03-16,North,Product A,Government,Rep_4,6101.94,10,4.4,3768.04,2333.9,38.25
2023-03-16,East,Product E,Government,Rep_2,9410.28,17,13.8,5549.41,3860.87,41.03
2023-03-16,North,Product B,Startup,Rep_7,4748.07,10,19.7,2739.09,2008.98,42.31
2023-03-16,West,Product D,SMB,Rep_5,2132.11,9,3.2,1145.21,986.9,46.29
2023-03-16,East,Product A,Startup,Rep_4,10551.5,29,11.0,5607.28,4944.22,46.86
2023-03-17,Central,Product C,Startup,Rep_7,9342.37,16,5.7,5569.88,3772.49,40.38
2023-03-17,North,Product C,Government,Rep_6,13512.95,73,6.0,6371.84,7141.11,52.85
2023-03-17,Central,Product A,Enterprise,Rep_5,9184.34,16,24.1,5028.58,4155.76,45.25
2023-03-17,Central,Product B,Government,Rep_8,9994.09,18,17.4,5429.37,4564.72,45.67
2023-03-17,Central,Product B,Enterprise,Rep_7,11967.61,46,18.5,8002.74,3964.87,33.13
2023-03-17,Central,Product E,Enterprise,Rep_10,7053.61,12,19.1,4640.38,2413.23,34.21
2023-03-17,South,Product A,Startup,Rep_3,9855.88,28,9.5,5281.33,4574.55,46.41
2023-03-17,North,Product C,SMB,Rep_9,14462.0,51,12.1,7388.53,7073.47,48.91
2023-03-17,North,Product E,Government,Rep_4,15801.96,27,12.9,10357.97,5443.99,34.45
2023-03-17,West,Product E,Government,Rep_1,6854.28,23,8.8,3092.55,3761.73,54.88
2023-03-17,South,Product D,Startup,Rep_1,3309.48,17,12.9,1606.27,1703.21,51.46
2023-03-17,North,Product D,Enterprise,Rep_3,11103.09,30,9.4,5927.21,5175.88,46.62
2023-03-17,South,Product E,Startup,Rep_2,15558.58,44,3.5,9674.81,5883.77,37.82
2023-03-17,North,Product C,SMB,Rep_2,3848.63,11,18.6,2529.43,1319.2,34.28
2023-03-17,South,Product B,Government,Rep_5,3532.68,9,17.0,1693.25,1839.43,52.07
2023-03-18,Central,Product D,SMB,Rep_2,15718.72,76,8.6,7122.77,8595.95,54.69
2023-03-18,South,Product A,Startup,Rep_7,15740.33,45,7.2,8842.35,6897.98,43.82
2023-03-18,West,Product B,SMB,Rep_9,4138.37,20,6.6,2529.45,1608.92,38.88
2023-03-18,West,Product B,Government,Rep_2,11122.67,48,24.8,6517.61,4605.06,41.4
2023-03-18,South,Product B,Enterprise,Rep_3,6727.09,28,3.7,3054.52,3672.57,54.59
2023-03-18,South,Product A,Enterprise,Rep_7,6871.28,15,5.8,3623.37,3247.91,47.27
2023-03-18,West,Product A,Government,Rep_1,5543.47,20,8.8,3027.61,2515.86,45.38
2023-03-18,East,Product A,SMB,Rep_1,2103.56,7,7.1,1082.15,1021.41,48.56
2023-03-18,Central,Product A,Government,Rep_3,5265.62,17,2.8,3179.69,2085.93,39.61
2023-03-18,Central,Product B,Startup,Rep_6,11152.89,22,13.2,5972.0,5180.89,46.45
2023-03-18,East,Product B,Government,Rep_2,12033.27,24,3.0,7038.37,4994.9,41.51
2023-03-18,South,Product B,Government,Rep_2,3014.98,9,18.1,2043.01,971.97,32.24
2023-03-18,South,Product E,SMB,Rep_1,3571.97,7,22.3,2231.24,1340.73,37.53
2023-03-18,Central,Product C,Startup,Rep_8,9018.92,26,12.1,5144.98,3873.94,42.95
2023-03-19,North,Product B,Startup,Rep_3,6553.92,36,24.3,3235.96,3317.96,50.63
2023-03-19,West,Product D,Enterprise,Rep_3,7712.09,19,9.8,4547.51,3164.58,41.03
2023-03-19,South,Product B,Enterprise,Rep_3,9695.39,62,23.2,5506.43,4188.96,43.21
2023-03-19,Central,Product E,Startup,Rep_5,12282.97,45,3.0,6159.96,6123.01,49.85
2023-03-19,Central,Product B,Startup,Rep_1,11682.91,42,3.3,7604.15,4078.76,34.91
2023-03-19,North,Product B,SMB,Rep_9,3666.94,8,24.3,1923.86,1743.08,47.54
2023-03-19,Central,Product C,SMB,Rep_7,12836.72,21,15.6,5807.25,7029.47,54.76
2023-03-19,East,Product B,Startup,Rep_3,4553.65,10,21.7,3032.61,1521.04,33.4
2023-03-19,Central,Product A,Government,Rep_5,13846.63,34,20.4,6933.66,6912.97,49.93
2023-03-19,East,Product B,Government,Rep_3,8336.4,24,3.7,4669.81,3666.59,43.98
2023-03-19,West,Product B,Government,Rep_3,11378.2,28,23.6,5592.31,5785.89,50.85
2023-03-19,East,Product A,Startup,Rep_3,14794.95,32,4.7,7146.11,7648.84,51.7
2023-03-19,West,Product B,Government,Rep_7,3329.57,6,20.2,1960.31,1369.26,41.12
2023-03-19,West,Product D,Enterprise,Rep_2,13752.62,31,1.1,6974.21,6778.41,49.29
2023-03-19,North,Product C,SMB,Rep_10,2479.82,4,2.7,1535.78,944.04,38.07
2023-03-19,East,Product A,SMB,Rep_3,8401.0,24,4.1,4421.48,3979.52,47.37
2023-03-20,South,Product A,Startup,Rep_9,3950.9,20,7.4,2242.75,1708.15,43.23
2023-03-20,West,Product B,Enterprise,Rep_4,2261.47,10,16.4,1135.15,1126.32,49.8
2023-03-20,West,Product A,Government,Rep_3,13650.25,23,7.0,6382.13,7268.12,53.25
2023-03-20,East,Product A,Startup,Rep_2,14070.35,61,13.3,8272.11,5798.24,41.21
2023-03-20,West,Product B,Startup,Rep_10,12053.92,61,22.9,7258.85,4795.07,39.78
2023-03-20,East,Product A,Enterprise,Rep_3,10827.12,50,11.2,6856.55,3970.57,36.67
2023-03-20,West,Product A,Enterprise,Rep_10,8070.85,37,8.1,3868.63,4202.22,52.07
2023-03-20,West,Product C,Startup,Rep_8,7945.58,23,19.8,4184.91,3760.67,47.33
2023-03-20,South,Product D,Government,Rep_9,8548.06,21,20.5,4602.82,3945.24,46.15
2023-03-20,Central,Product D,SMB,Rep_2,4303.23,7,0.4,2489.1,1814.13,42.16
2023-03-21,North,Product A,Startup,Rep_6,14467.9,27,7.4,6990.2,7477.7,51.68
2023-03-21,Central,Product D,SMB,Rep_4,11061.31,52,24.1,6768.54,4292.77,38.81
2023-03-21,West,Product A,Government,Rep_6,2383.59,5,11.9,1398.22,985.37,41.34
2023-03-21,South,Product A,SMB,Rep_6,3543.16,22,20.8,1933.83,1609.33,45.42
2023-03-21,South,Product D,SMB,Rep_9,10414.81,31,8.4,6558.43,3856.38,37.03
2023-03-21,North,Product C,Enterprise,Rep_3,2898.82,6,4.3,1411.38,1487.44,51.31
2023-03-21,West,Product D,Government,Rep_9,10431.85,25,7.7,5239.73,5192.12,49.77
2023-03-21,South,Product C,Enterprise,Rep_9,7843.13,16,10.0,3630.42,4212.71,53.71
2023-03-21,West,Product B,Enterprise,Rep_8,8582.35,25,9.5,3969.98,4612.37,53.74
2023-03-21,East,Product D,SMB,Rep_5,2977.41,7,21.2,1359.04,1618.37,54.35
2023-03-22,South,Product E,Enterprise,Rep_2,4057.26,7,4.7,2014.01,2043.25,50.36
2023-03-22,North,Product B,Startup,Rep_2,14982.31,37,19.8,6899.45,8082.86,53.95
2023-03-22,East,Product A,Startup,Rep_1,15860.5,27,12.5,8284.39,7576.11,47.77
2023-03-22,West,Product C,SMB,Rep_2,7057.39,18,12.6,4433.9,2623.49,37.17
2023-03-22,North,Product E,Government,Rep_8,10638.89,37,3.8,5920.7,4718.19,44.35
2023-03-22,North,Product B,SMB,Rep_3,10775.04,18,12.9,6654.73,4120.31,38.24
2023-03-22,Central,Product C,Government,Rep_3,6138.77,11,10.8,4020.01,2118.76,34.51
2023-03-22,West,Product B,SMB,Rep_10,11248.25,27,24.9,5313.71,5934.54,52.76
2023-03-22,North,Product B,Startup,Rep_9,14462.53,26,12.5,8021.0,6441.53,44.54
2023-03-22,South,Product C,SMB,Rep_2,5410.21,28,4.5,3395.16,2015.05,37.25
2023-03-22,East,Product D,Startup,Rep_8,9326.19,45,14.2,4281.71,5044.48,54.09
2023-03-22,East,Product D,Government,Rep_10,12373.15,39,21.1,8277.27,4095.88,33.1
2023-03-23,North,Product D,Government,Rep_5,15382.06,90,24.4,7123.79,8258.27,53.69
2023-03-23,South,Product E,Enterprise,Rep_3,12267.72,55,10.0,5726.39,6541.33,53.32
2023-03-23,West,Product D,Enterprise,Rep_6,8400.78,15,11.6,3946.18,4454.6,53.03
2023-03-23,North,Product D,Government,Rep_4,6276.44,20,15.1,3131.35,3145.09,50.11
2023-03-23,West,Product A,Startup,Rep_8,2239.72,6,16.0,1172.81,1066.91,47.64
2023-03-23,North,Product E,Government,Rep_1,13585.02,39,11.8,6282.23,7302.79,53.76
2023-03-23,North,Product D,Startup,Rep_5,8981.74,49,10.1,4658.09,4323.65,48.14
2023-03-23,West,Product D,SMB,Rep_5,3804.89,6,10.7,2555.27,1249.62,32.84
2023-03-23,East,Product B,SMB,Rep_6,14166.72,36,19.6,9521.25,4645.47,32.79
2023-03-23,West,Product C,Government,Rep_1,10389.49,43,18.1,6057.62,4331.87,41.69
2023-03-23,South,Product C,Startup,Rep_1,3907.51,18,21.6,1860.48,2047.03,52.39
2023-03-23,West,Product C,Enterprise,Rep_8,15791.94,36,16.0,9207.12,6584.82,41.7
2023-03-23,North,Product B,SMB,Rep_7,11963.7,28,5.4,5960.86,6002.84,50.18
2023-03-24,Central,Product A,Startup,Rep_6,2473.53,6,21.7,1510.94,962.59,38.92
2023-03-24,West,Product D,Government,Rep_6,6662.56,17,19.1,3171.89,3490.67,52.39
2023-03-24,South,Product D,Government,Rep_6,4422.04,11,9.5,2849.43,1572.61,35.56
2023-03-24,West,Product C,Enterprise,Rep_2,10994.22,24,15.4,5987.39,5006.83,45.54
2023-03-24,West,Product E,Enterprise,Rep_8,9327.68,20,21.3,4652.0,4675.68,50.13
2023-03-24,West,Product E,Government,Rep_2,4500.82,21,24.2,2971.56,1529.26,33.98
2023-03-24,West,Product D,Enterprise,Rep_6,12196.15,45,16.5,6350.55,5845.6,47.93
2023-03-24,West,Product B,Enterprise,Rep_7,2080.15,4,21.0,1184.36,895.79,43.06
2023-03-24,Central,Product C,Startup,Rep_3,16608.32,64,24.3,8209.69,8398.63,50.57
2023-03-24,West,Product A,Government,Rep_3,13744.85,28,10.1,7190.88,6553.97,47.68
2023-03-24,South,Product D,SMB,Rep_2,9971.39,49,14.4,5386.17,4585.22,45.98
2023-03-25,East,Product E,SMB,Rep_6,4081.65,11,15.7,2393.71,1687.94,41.35
2023-03-25,North,Product E,Enterprise,Rep_10,7478.09,35,11.3,4451.3,3026.79,40.48
2023-03-25,East,Product B,SMB,Rep_4,5922.26,22,19.5,3735.71,2186.55,36.92
2023-03-25,East,Product A,Startup,Rep_2,14695.84,33,14.5,6962.69,7733.15,52.62
2023-03-25,West,Product E,Enterprise,Rep_2,3569.4,15,1.9,2299.63,1269.77,35.57
2023-03-25,South,Product D,Enterprise,Rep_8,12021.4,32,15.6,5991.08,6030.32,50.16
2023-03-25,West,Product D,Startup,Rep_8,11309.34,73,4.5,6564.82,4744.52,41.95
2023-03-25,Central,Product A,Enterprise,Rep_6,14846.61,34,13.7,7221.83,7624.78,51.36
2023-03-25,East,Product A,SMB,Rep_10,2043.06,5,3.8,1326.72,716.34,35.06
2023-03-25,North,Product B,Enterprise,Rep_6,3326.3,7,3.2,1706.2,1620.1,48.71
2023-03-25,South,Product A,Startup,Rep_9,10371.45,20,10.9,6924.6,3446.85,33.23
2023-03-25,South,Product C,SMB,Rep_4,12201.96,44,9.8,7128.86,5073.1,41.58
2023-03-25,Central,Product C,SMB,Rep_4,14346.34,26,10.6,8920.96,5425.38,37.82
2023-03-25,East,Product E,Enterprise,Rep_10,6350.85,20,22.4,4054.69,2296.16,36.16
2023-03-25,West,Product B,Enterprise,Rep_9,5146.7,12,21.9,3441.02,1705.68,33.14
2023-03-25,Central,Product C,Government,Rep_1,3814.06,11,4.6,1931.53,1882.53,49.36
2023-03-25,South,Product C,Startup,Rep_3,10758.83,36,0.3,5655.27,5103.56,47.44
2023-03-25,West,Product E,Startup,Rep_4,8982.08,21,13.2,4254.56,4727.52,52.63
2023-03-26,Central,Product A,Government,Rep_7,5800.32,24,20.1,3275.38,2524.94,43.53
2023-03-26,East,Product D,Enterprise,Rep_2,8126.18,19,5.9,3696.53,4429.65,54.51
2023-03-26,North,Product E,Enterprise,Rep_8,6280.63,18,22.4,4152.43,2128.2,33.89
2023-03-26,North,Product C,Enterprise,Rep_2,8911.0,26,7.5,4660.04,4250.96,47.7
2023-03-26,East,Product D,Enterprise,Rep_9,12047.59,70,7.5,8147.93,3899.66,32.37
2023-03-26,West,Product A,Startup,Rep_10,3059.49,5,3.5,2075.91,983.58,32.15
2023-03-26,West,Product B,SMB,Rep_2,5026.35,15,22.6,3405.85,1620.5,32.24
2023-03-26,North,Product C,Enterprise,Rep_2,2469.98,9,17.2,1561.21,908.77,36.79
2023-03-26,West,Product C,SMB,Rep_3,8491.93,28,3.7,4962.26,3529.67,41.56
2023-03-26,West,Product D,Enterprise,Rep_9,9065.64,20,24.4,4750.75,4314.89,47.6
2023-03-26,West,Product B,Enterprise,Rep_5,12719.1,41,20.9,6432.64,6286.46,49.43
2023-03-26,South,Product A,Enterprise,Rep_8,2376.91,9,20.5,1172.34,1204.57,50.68
2023-03-27,East,Product B,Startup,Rep_5,11732.93,22,2.6,5630.8,6102.13,52.01
2023-03-27,East,Product D,Government,Rep_10,9403.79,40,6.9,4586.84,4816.95,51.22
2023-03-27,East,Product E,Enterprise,Rep_3,7050.51,35,0.4,3920.05,3130.46,44.4
2023-03-27,East,Product A,Government,Rep_9,7329.86,12,2.1,4025.84,3304.02,45.08
2023-03-27,South,Product D,Government,Rep_9,6227.07,19,1.2,3350.04,2877.03,46.2
2023-03-27,West,Product B,Startup,Rep_4,7439.13,19,12.3,4089.44,3349.69,45.03
2023-03-27,North,Product B,Enterprise,Rep_4,3911.95,9,6.0,2239.16,1672.79,42.76
2023-03-27,East,Product B,Government,Rep_7,6510.24,12,17.3,3671.06,2839.18,43.61
2023-03-27,South,Product B,Startup,Rep_5,10465.22,69,4.6,6894.38,3570.84,34.12
2023-03-28,West,Product C,SMB,Rep_3,5309.02,22,22.5,2562.25,2746.77,51.74
2023-03-28,North,Product D,Government,Rep_6,2593.9,4,4.3,1620.82,973.08,37.51
2023-03-28,North,Product E,Startup,Rep_8,9547.46,36,2.7,6094.65,3452.81,36.16
2023-03-28,Central,Product C,SMB,Rep_9,9194.26,18,2.5,5837.39,3356.87,36.51
2023-03-28,East,Product D,Government,Rep_6,13785.0,37,9.1,6246.25,7538.75,54.69
2023-03-28,East,Product C,Startup,Rep_9,13361.26,24,14.9,6359.09,7002.17,52.41
2023-03-28,Central,Product A,SMB,Rep_7,13759.27,64,12.4,6965.01,6794.26,49.38
2023-03-28,West,Product C,SMB,Rep_2,5136.67,11,24.1,3347.79,1788.88,34.83
2023-03-28,Central,Product D,SMB,Rep_5,13206.92,44,14.7,8814.45,4392.47,33.26
2023-03-28,East,Product C,SMB,Rep_1,10110.99,19,3.1,6399.51,3711.48,36.71
2023-03-28,Central,Product C,Startup,Rep_2,14598.41,31,11.7,7073.69,7524.72,51.54
2023-03-28,East,Product E,SMB,Rep_5,7240.87,25,11.3,3620.33,3620.54,50.0
2023-03-28,Central,Product A,Enterprise,Rep_8,5850.77,13,0.0,2971.19,2879.58,49.22
2023-03-28,East,Product C,SMB,Rep_2,10063.18,20,10.8,6653.77,3409.41,33.88
